id1,id2
MD.model.ptg000023l.342,ptg000023lG000290
MD.model.ptg000023l.343,ptg000023lG000291
MD.model.ptg000023l.344,ptg000023lG000292
MD.model.ptg000023l.345,ptg000023lG000293
MD.model.ptg000023l.346,ptg000023lG000294
MD.model.ptg000023l.347,ptg000023lG000295
MD.model.ptg000023l.35,ptg000023lG000024
MD.model.ptg000023l.351,ptg000023lG000297
MD.model.ptg000023l.352,ptg000023lG000298
MD.model.ptg000023l.354,ptg000023lG000300
MD.model.ptg000023l.355,ptg000023lG000301
MD.model.ptg000023l.356,ptg000023lG000302
MD.model.ptg000023l.357,ptg000023lG000303
MD.model.ptg000023l.358,ptg000023lG000304
MD.model.ptg000023l.36,ptg000023lG000025
MD.model.ptg000023l.360,ptg000023lG000306
MD.model.ptg000023l.361,ptg000023lG000307
MD.model.ptg000023l.362,ptg000023lG000308
MD.model.ptg000023l.363,ptg000023lG000309
MD.model.ptg000023l.364,ptg000023lG000310
MD.model.ptg000023l.365,ptg000023lG000311
MD.model.ptg000023l.371,ptg000023lG000312
MD.model.ptg000023l.372,ptg000023lG000313
MD.model.ptg000023l.373,ptg000023lG000314
MD.model.ptg000023l.374,ptg000023lG000315
MD.model.ptg000023l.375,ptg000023lG000316
MD.model.ptg000023l.376,ptg000023lG000317
MD.model.ptg000023l.377,ptg000023lG000318
MD.model.ptg000023l.378,ptg000023lG000319
MD.model.ptg000023l.379,ptg000023lG000320
MD.model.ptg000023l.38,ptg000023lG000027
MD.model.ptg000023l.380,ptg000023lG000321
MD.model.ptg000023l.381,ptg000023lG000322
MD.model.ptg000023l.382,ptg000023lG000323
MD.model.ptg000023l.384,ptg000023lG000325
MD.model.ptg000023l.385,ptg000023lG000326
MD.model.ptg000023l.386,ptg000023lG000327
MD.model.ptg000023l.387,ptg000023lG000328
MD.model.ptg000023l.388,ptg000023lG000329
MD.model.ptg000023l.389,ptg000023lG000330
MD.model.ptg000023l.39,ptg000023lG000028
MD.model.ptg000023l.393,ptg000023lG000334
MD.model.ptg000023l.394,ptg000023lG000335
MD.model.ptg000023l.395,ptg000023lG000336
MD.model.ptg000023l.396,ptg000023lG000337
MD.model.ptg000023l.397,ptg000023lG000338
MD.model.ptg000023l.398,ptg000023lG000339
MD.model.ptg000023l.399,ptg000023lG000340
MD.model.ptg000023l.4,ptg000023lG000004
MD.model.ptg000023l.40,ptg000023lG000029
MD.model.ptg000023l.400,ptg000023lG000341
MD.model.ptg000023l.401,ptg000023lG000342
MD.model.ptg000023l.404,ptg000023lG000343
MD.model.ptg000023l.405,ptg000023lG000344
MD.model.ptg000023l.406,ptg000023lG000345
MD.model.ptg000023l.408,ptg000023lG000346
MD.model.ptg000023l.409,ptg000023lG000347
MD.model.ptg000023l.41,ptg000023lG000030
MD.model.ptg000023l.410,ptg000023lG000348
MD.model.ptg000023l.412,ptg000023lG000349
MD.model.ptg000023l.413,ptg000023lG000350
MD.model.ptg000023l.414,ptg000023lG000351
MD.model.ptg000023l.415,ptg000023lG000352
MD.model.ptg000023l.416,ptg000023lG000353
MD.model.ptg000023l.417,ptg000023lG000354
MD.model.ptg000023l.418,ptg000023lG000355
MD.model.ptg000023l.419,ptg000023lG000356
MD.model.ptg000023l.42,ptg000023lG000031
MD.model.ptg000023l.420,ptg000023lG000357
MD.model.ptg000023l.421,ptg000023lG000358
MD.model.ptg000023l.422,ptg000023lG000359
MD.model.ptg000023l.423,ptg000023lG000360
MD.model.ptg000023l.424,ptg000023lG000361
MD.model.ptg000023l.425,ptg000023lG000362
MD.model.ptg000023l.426,ptg000023lG000363
MD.model.ptg000023l.428,ptg000023lG000365
MD.model.ptg000023l.429,ptg000023lG000366
MD.model.ptg000023l.43,ptg000023lG000032
MD.model.ptg000023l.431,ptg000023lG000368
MD.model.ptg000023l.432,ptg000023lG000369
MD.model.ptg000023l.433,ptg000023lG000370
MD.model.ptg000023l.434,ptg000023lG000371
MD.model.ptg000023l.435,ptg000023lG000372
MD.model.ptg000023l.437,ptg000023lG000373
MD.model.ptg000023l.438,ptg000023lG000374
MD.model.ptg000023l.44,ptg000023lG000033
MD.model.ptg000023l.440,ptg000023lG000375
MD.model.ptg000023l.441,ptg000023lG000376
MD.model.ptg000023l.442,ptg000023lG000377
MD.model.ptg000023l.443,ptg000023lG000378
MD.model.ptg000023l.444,ptg000023lG000379
MD.model.ptg000023l.446,ptg000023lG000380
MD.model.ptg000023l.447,ptg000023lG000381
MD.model.ptg000023l.448,ptg000023lG000382
MD.model.ptg000023l.449,ptg000023lG000383
MD.model.ptg000023l.45,ptg000023lG000034
MD.model.ptg000023l.450,ptg000023lG000384
MD.model.ptg000023l.454,ptg000023lG000388
MD.model.ptg000023l.457,ptg000023lG000390
MD.model.ptg000023l.458,ptg000023lG000391
MD.model.ptg000023l.459,ptg000023lG000392
MD.model.ptg000023l.460,ptg000023lG000393
MD.model.ptg000023l.461,ptg000023lG000394
MD.model.ptg000023l.463,ptg000023lG000396
MD.model.ptg000023l.466,ptg000023lG000399
MD.model.ptg000023l.467,ptg000023lG000400
MD.model.ptg000023l.468,ptg000023lG000401
MD.model.ptg000023l.469,ptg000023lG000402
MD.model.ptg000023l.470,ptg000023lG000403
MD.model.ptg000023l.471,ptg000023lG000404
MD.model.ptg000023l.472,ptg000023lG000405
MD.model.ptg000023l.473,ptg000023lG000406
MD.model.ptg000023l.474,ptg000023lG000407
MD.model.ptg000023l.476,ptg000023lG000408
MD.model.ptg000023l.477,ptg000023lG000409
MD.model.ptg000023l.478,ptg000023lG000410
MD.model.ptg000023l.479,ptg000023lG000411
MD.model.ptg000023l.48,ptg000023lG000036
MD.model.ptg000023l.481,ptg000023lG000413
MD.model.ptg000023l.482,ptg000023lG000414
MD.model.ptg000023l.485,ptg000023lG000416
MD.model.ptg000023l.487,ptg000023lG000418
MD.model.ptg000023l.488,ptg000023lG000419
MD.model.ptg000023l.49,ptg000023lG000037
MD.model.ptg000023l.490,ptg000023lG000421
MD.model.ptg000023l.491,ptg000023lG000422
MD.model.ptg000023l.492,ptg000023lG000423
MD.model.ptg000023l.493,ptg000023lG000424
MD.model.ptg000023l.494,ptg000023lG000425
MD.model.ptg000023l.495,ptg000023lG000426
MD.model.ptg000023l.496,ptg000023lG000427
MD.model.ptg000023l.497,ptg000023lG000428
MD.model.ptg000023l.499,ptg000023lG000430
MD.model.ptg000023l.5,ptg000023lG000005
MD.model.ptg000023l.50,ptg000023lG000038
MD.model.ptg000023l.500,ptg000023lG000431
MD.model.ptg000023l.501,ptg000023lG000432
MD.model.ptg000023l.502,ptg000023lG000433
MD.model.ptg000023l.503,ptg000023lG000434
MD.model.ptg000023l.504,ptg000023lG000435
MD.model.ptg000023l.506,ptg000023lG000436
MD.model.ptg000023l.508,ptg000023lG000438
MD.model.ptg000023l.51,ptg000023lG000039
MD.model.ptg000023l.510,ptg000023lG000439
MD.model.ptg000023l.511,ptg000023lG000440
MD.model.ptg000023l.512,ptg000023lG000441
MD.model.ptg000023l.52,ptg000023lG000040
MD.model.ptg000023l.520,ptg000023lG000442
MD.model.ptg000023l.521,ptg000023lG000443
MD.model.ptg000023l.522,ptg000023lG000444
MD.model.ptg000023l.524,ptg000023lG000445
MD.model.ptg000023l.525,ptg000023lG000446
MD.model.ptg000023l.529,ptg000023lG000447
MD.model.ptg000023l.53,ptg000023lG000041
MD.model.ptg000023l.532,ptg000023lG000448
MD.model.ptg000023l.538,ptg000023lG000449
MD.model.ptg000023l.539,ptg000023lG000450
MD.model.ptg000023l.542,ptg000023lG000452
MD.model.ptg000023l.545,ptg000023lG000454
MD.model.ptg000023l.546,ptg000023lG000455
MD.model.ptg000023l.547,ptg000023lG000456
MD.model.ptg000023l.548,ptg000023lG000457
MD.model.ptg000023l.549,ptg000023lG000458
MD.model.ptg000023l.55,ptg000023lG000042
MD.model.ptg000023l.552,ptg000023lG000461
MD.model.ptg000023l.553,ptg000023lG000462
MD.model.ptg000023l.554,ptg000023lG000463
MD.model.ptg000023l.555,ptg000023lG000464
MD.model.ptg000023l.557,ptg000023lG000465
MD.model.ptg000023l.559,ptg000023lG000466
MD.model.ptg000023l.56,ptg000023lG000043
MD.model.ptg000023l.560,ptg000023lG000467
MD.model.ptg000023l.561,ptg000023lG000468
MD.model.ptg000023l.562,ptg000023lG000469
MD.model.ptg000023l.563,ptg000023lG000470
MD.model.ptg000023l.564,ptg000023lG000471
MD.model.ptg000023l.565,ptg000023lG000472
MD.model.ptg000023l.566,ptg000023lG000473
MD.model.ptg000023l.569,ptg000023lG000475
MD.model.ptg000023l.57,ptg000023lG000044
MD.model.ptg000023l.570,ptg000023lG000476
MD.model.ptg000023l.572,ptg000023lG000478
MD.model.ptg000023l.573,ptg000023lG000479
MD.model.ptg000023l.574,ptg000023lG000480
MD.model.ptg000023l.575,ptg000023lG000481
MD.model.ptg000023l.576,ptg000023lG000482
MD.model.ptg000023l.577,ptg000023lG000483
MD.model.ptg000023l.578,ptg000023lG000484
MD.model.ptg000023l.579,ptg000023lG000485
MD.model.ptg000023l.580,ptg000023lG000486
MD.model.ptg000023l.581,ptg000023lG000487
MD.model.ptg000023l.582,ptg000023lG000488
MD.model.ptg000023l.583,ptg000023lG000489
MD.model.ptg000023l.584,ptg000023lG000490
MD.model.ptg000023l.585,ptg000023lG000491
MD.model.ptg000023l.586,ptg000023lG000492
MD.model.ptg000023l.587,ptg000023lG000493
MD.model.ptg000023l.588,ptg000023lG000494
MD.model.ptg000023l.589,ptg000023lG000495
MD.model.ptg000023l.59,ptg000023lG000045
MD.model.ptg000023l.590,ptg000023lG000496
MD.model.ptg000023l.591,ptg000023lG000497
MD.model.ptg000023l.592,ptg000023lG000498
MD.model.ptg000023l.593,ptg000023lG000499
MD.model.ptg000023l.594,ptg000023lG000500
MD.model.ptg000023l.596,ptg000023lG000501
MD.model.ptg000023l.598,ptg000023lG000502
MD.model.ptg000023l.599,ptg000023lG000503
MD.model.ptg000023l.6,ptg000023lG000006
MD.model.ptg000023l.600,ptg000023lG000504
MD.model.ptg000023l.601,ptg000023lG000505
MD.model.ptg000023l.602,ptg000023lG000506
MD.model.ptg000023l.603,ptg000023lG000507
MD.model.ptg000023l.604,ptg000023lG000508
MD.model.ptg000023l.605,ptg000023lG000509
MD.model.ptg000023l.607,ptg000023lG000510
MD.model.ptg000023l.608,ptg000023lG000511
MD.model.ptg000023l.609,ptg000023lG000512
MD.model.ptg000023l.61,ptg000023lG000046
MD.model.ptg000023l.610,ptg000023lG000513
MD.model.ptg000023l.611,ptg000023lG000514
MD.model.ptg000023l.612,ptg000023lG000515
MD.model.ptg000023l.613,ptg000023lG000516
MD.model.ptg000023l.614,ptg000023lG000517
MD.model.ptg000023l.615,ptg000023lG000518
MD.model.ptg000023l.616,ptg000023lG000519
MD.model.ptg000023l.617,ptg000023lG000520
MD.model.ptg000023l.618,ptg000023lG000521
MD.model.ptg000023l.619,ptg000023lG000522
MD.model.ptg000023l.620,ptg000023lG000523
MD.model.ptg000023l.621,ptg000023lG000524
MD.model.ptg000023l.622,ptg000023lG000525
MD.model.ptg000023l.623,ptg000023lG000526
MD.model.ptg000023l.624,ptg000023lG000527
MD.model.ptg000023l.625,ptg000023lG000528
MD.model.ptg000023l.626,ptg000023lG000529
MD.model.ptg000023l.627,ptg000023lG000530
MD.model.ptg000023l.628,ptg000023lG000531
MD.model.ptg000023l.629,ptg000023lG000532
MD.model.ptg000023l.63,ptg000023lG000047
MD.model.ptg000023l.631,ptg000023lG000534
MD.model.ptg000023l.632,ptg000023lG000535
MD.model.ptg000023l.633,ptg000023lG000536
MD.model.ptg000023l.634,ptg000023lG000537
MD.model.ptg000023l.635,ptg000023lG000538
MD.model.ptg000023l.636,ptg000023lG000539
MD.model.ptg000023l.637,ptg000023lG000540
MD.model.ptg000023l.638,ptg000023lG000541
MD.model.ptg000023l.64,ptg000023lG000048
MD.model.ptg000023l.641,ptg000023lG000542
MD.model.ptg000023l.643,ptg000023lG000543
MD.model.ptg000023l.644,ptg000023lG000544
MD.model.ptg000023l.646,ptg000023lG000546
MD.model.ptg000023l.648,ptg000023lG000547
MD.model.ptg000023l.649,ptg000023lG000548
MD.model.ptg000023l.650,ptg000023lG000549
MD.model.ptg000023l.651,ptg000023lG000550
MD.model.ptg000023l.652,ptg000023lG000551
MD.model.ptg000023l.655,ptg000023lG000552
MD.model.ptg000023l.658,ptg000023lG000554
MD.model.ptg000023l.659,ptg000023lG000555
MD.model.ptg000023l.66,ptg000023lG000049
MD.model.ptg000023l.661,ptg000023lG000556
MD.model.ptg000023l.662,ptg000023lG000557
MD.model.ptg000023l.663,ptg000023lG000558
MD.model.ptg000023l.664,ptg000023lG000559
MD.model.ptg000023l.665,ptg000023lG000560
MD.model.ptg000023l.666,ptg000023lG000561
MD.model.ptg000023l.667,ptg000023lG000562
MD.model.ptg000023l.668,ptg000023lG000563
MD.model.ptg000023l.669,ptg000023lG000564
MD.model.ptg000023l.67,ptg000023lG000050
MD.model.ptg000023l.670,ptg000023lG000565
MD.model.ptg000023l.671,ptg000023lG000566
MD.model.ptg000023l.672,ptg000023lG000567
MD.model.ptg000023l.673,ptg000023lG000568
MD.model.ptg000023l.678,ptg000023lG000569
MD.model.ptg000023l.680,ptg000023lG000570
MD.model.ptg000023l.681,ptg000023lG000571
MD.model.ptg000023l.683,ptg000023lG000573
MD.model.ptg000023l.684,ptg000023lG000574
MD.model.ptg000023l.685,ptg000023lG000575
MD.model.ptg000023l.686,ptg000023lG000576
MD.model.ptg000023l.687,ptg000023lG000577
MD.model.ptg000023l.689,ptg000023lG000578
MD.model.ptg000023l.69,ptg000023lG000052
MD.model.ptg000023l.690,ptg000023lG000579
MD.model.ptg000023l.691,ptg000023lG000580
MD.model.ptg000023l.693,ptg000023lG000581
MD.model.ptg000023l.694,ptg000023lG000582
MD.model.ptg000023l.695,ptg000023lG000583
MD.model.ptg000023l.699,ptg000023lG000586
MD.model.ptg000023l.7,ptg000023lG000007
MD.model.ptg000023l.70,ptg000023lG000053
MD.model.ptg000023l.700,ptg000023lG000587
MD.model.ptg000023l.701,ptg000023lG000588
MD.model.ptg000023l.702,ptg000023lG000589
MD.model.ptg000023l.703,ptg000023lG000590
MD.model.ptg000023l.704,ptg000023lG000591
MD.model.ptg000023l.705,ptg000023lG000592
MD.model.ptg000023l.707,ptg000023lG000593
MD.model.ptg000023l.71,ptg000023lG000054
MD.model.ptg000023l.711,ptg000023lG000594
MD.model.ptg000023l.714,ptg000023lG000595
MD.model.ptg000023l.715,ptg000023lG000596
MD.model.ptg000023l.717,ptg000023lG000598
MD.model.ptg000023l.718,ptg000023lG000599
MD.model.ptg000023l.719,ptg000023lG000600
MD.model.ptg000023l.720,ptg000023lG000601
MD.model.ptg000023l.726,ptg000023lG000603
MD.model.ptg000023l.727,ptg000023lG000604
MD.model.ptg000023l.728,ptg000023lG000605
MD.model.ptg000023l.729,ptg000023lG000606
MD.model.ptg000023l.73,ptg000023lG000055
MD.model.ptg000023l.730,ptg000023lG000607
MD.model.ptg000023l.731,ptg000023lG000608
MD.model.ptg000023l.732,ptg000023lG000609
MD.model.ptg000023l.733,ptg000023lG000610
MD.model.ptg000023l.734,ptg000023lG000611
MD.model.ptg000023l.735,ptg000023lG000612
MD.model.ptg000023l.736,ptg000023lG000613
MD.model.ptg000023l.737,ptg000023lG000614
MD.model.ptg000023l.742,ptg000023lG000617
MD.model.ptg000023l.743,ptg000023lG000618
MD.model.ptg000023l.744,ptg000023lG000619
MD.model.ptg000023l.745,ptg000023lG000620
MD.model.ptg000023l.746,ptg000023lG000621
MD.model.ptg000023l.747,ptg000023lG000622
MD.model.ptg000023l.748,ptg000023lG000623
MD.model.ptg000023l.75,ptg000023lG000057
MD.model.ptg000023l.750,ptg000023lG000624
MD.model.ptg000023l.752,ptg000023lG000626
MD.model.ptg000023l.753,ptg000023lG000627
MD.model.ptg000023l.755,ptg000023lG000628
MD.model.ptg000023l.756,ptg000023lG000629
MD.model.ptg000023l.757,ptg000023lG000630
MD.model.ptg000023l.758,ptg000023lG000631
MD.model.ptg000023l.759,ptg000023lG000632
MD.model.ptg000023l.76,ptg000023lG000058
MD.model.ptg000023l.760,ptg000023lG000633
MD.model.ptg000023l.761,ptg000023lG000634
MD.model.ptg000023l.762,ptg000023lG000635
MD.model.ptg000023l.763,ptg000023lG000636
MD.model.ptg000023l.764,ptg000023lG000637
MD.model.ptg000023l.766,ptg000023lG000639
MD.model.ptg000023l.767,ptg000023lG000640
MD.model.ptg000023l.768,ptg000023lG000641
MD.model.ptg000023l.770,ptg000023lG000642
MD.model.ptg000023l.771,ptg000023lG000643
MD.model.ptg000023l.772,ptg000023lG000644
MD.model.ptg000023l.773,ptg000023lG000645
MD.model.ptg000023l.774,ptg000023lG000646
MD.model.ptg000023l.775,ptg000023lG000647
MD.model.ptg000023l.776,ptg000023lG000648
MD.model.ptg000023l.777,ptg000023lG000649
MD.model.ptg000023l.778,ptg000023lG000650
MD.model.ptg000023l.779,ptg000023lG000651
MD.model.ptg000023l.78,ptg000023lG000060
MD.model.ptg000023l.780,ptg000023lG000652
MD.model.ptg000023l.782,ptg000023lG000654
MD.model.ptg000023l.783,ptg000023lG000655
MD.model.ptg000023l.785,ptg000023lG000656
MD.model.ptg000023l.786,ptg000023lG000657
MD.model.ptg000023l.787,ptg000023lG000658
MD.model.ptg000023l.788,ptg000023lG000659
MD.model.ptg000023l.789,ptg000023lG000660
MD.model.ptg000023l.79,ptg000023lG000061
MD.model.ptg000023l.790,ptg000023lG000661
MD.model.ptg000023l.791,ptg000023lG000662
MD.model.ptg000023l.795,ptg000023lG000663
MD.model.ptg000023l.798,ptg000023lG000665
MD.model.ptg000023l.799,ptg000023lG000666
MD.model.ptg000023l.8,ptg000023lG000008
MD.model.ptg000023l.800,ptg000023lG000667
MD.model.ptg000023l.801,ptg000023lG000668
MD.model.ptg000023l.802,ptg000023lG000669
MD.model.ptg000023l.803,ptg000023lG000670
MD.model.ptg000023l.804,ptg000023lG000671
MD.model.ptg000023l.805,ptg000023lG000672
MD.model.ptg000023l.806,ptg000023lG000673
MD.model.ptg000023l.807,ptg000023lG000674
MD.model.ptg000023l.808,ptg000023lG000675
MD.model.ptg000023l.809,ptg000023lG000676
MD.model.ptg000023l.81,ptg000023lG000062
MD.model.ptg000023l.810,ptg000023lG000677
MD.model.ptg000023l.811,ptg000023lG000678
MD.model.ptg000023l.815,ptg000023lG000679
MD.model.ptg000023l.816,ptg000023lG000680
MD.model.ptg000023l.818,ptg000023lG000681
MD.model.ptg000023l.819,ptg000023lG000682
MD.model.ptg000023l.82,ptg000023lG000063
MD.model.ptg000023l.820,ptg000023lG000683
MD.model.ptg000023l.821,ptg000023lG000684
MD.model.ptg000023l.823,ptg000023lG000685
MD.model.ptg000023l.826,ptg000023lG000686
MD.model.ptg000023l.828,ptg000023lG000687
MD.model.ptg000023l.829,ptg000023lG000688
MD.model.ptg000023l.830,ptg000023lG000689
MD.model.ptg000023l.831,ptg000023lG000690
MD.model.ptg000023l.832,ptg000023lG000691
MD.model.ptg000023l.833,ptg000023lG000692
MD.model.ptg000023l.834,ptg000023lG000693
MD.model.ptg000023l.835,ptg000023lG000694
MD.model.ptg000023l.836,ptg000023lG000695
MD.model.ptg000023l.837,ptg000023lG000696
MD.model.ptg000023l.838,ptg000023lG000697
MD.model.ptg000023l.839,ptg000023lG000698
MD.model.ptg000023l.84,ptg000023lG000064
MD.model.ptg000023l.842,ptg000023lG000701
MD.model.ptg000023l.843,ptg000023lG000702
MD.model.ptg000023l.845,ptg000023lG000704
MD.model.ptg000023l.847,ptg000023lG000705
MD.model.ptg000023l.848,ptg000023lG000707
MD.model.ptg000023l.849,ptg000023lG000707
MD.model.ptg000023l.85,ptg000023lG000065
MD.model.ptg000023l.850,ptg000023lG000708
MD.model.ptg000023l.851,ptg000023lG000709
MD.model.ptg000023l.852,ptg000023lG000710
MD.model.ptg000023l.854,ptg000023lG000712
MD.model.ptg000023l.855,ptg000023lG000713
MD.model.ptg000023l.856,ptg000023lG000714
MD.model.ptg000023l.857,ptg000023lG000715
MD.model.ptg000023l.858,ptg000023lG000716
MD.model.ptg000023l.859,ptg000023lG000717
MD.model.ptg000023l.86,ptg000023lG000066
MD.model.ptg000023l.860,ptg000023lG000718
MD.model.ptg000023l.861,ptg000023lG000719
MD.model.ptg000023l.862,ptg000023lG000720
MD.model.ptg000023l.863,ptg000023lG000721
MD.model.ptg000023l.864,ptg000023lG000722
MD.model.ptg000023l.865,ptg000023lG000723
MD.model.ptg000023l.866,ptg000023lG000724
MD.model.ptg000023l.867,ptg000023lG000725
MD.model.ptg000023l.871,ptg000023lG000726
MD.model.ptg000023l.873,ptg000023lG000728
MD.model.ptg000023l.874,ptg000023lG000729
MD.model.ptg000023l.875,ptg000023lG000730
MD.model.ptg000023l.876,ptg000023lG000731
MD.model.ptg000023l.877,ptg000023lG000732
MD.model.ptg000023l.878,ptg000023lG000733
MD.model.ptg000023l.879,ptg000023lG000734
MD.model.ptg000023l.88,ptg000023lG000068
MD.model.ptg000023l.880,ptg000023lG000735
MD.model.ptg000023l.882,ptg000023lG000737
MD.model.ptg000023l.883,ptg000023lG000738
MD.model.ptg000023l.884,ptg000023lG000739
MD.model.ptg000023l.885,ptg000023lG000740
MD.model.ptg000023l.886,ptg000023lG000741
MD.model.ptg000023l.888,ptg000023lG000743
MD.model.ptg000023l.889,ptg000023lG000744
MD.model.ptg000023l.890,ptg000023lG000745
MD.model.ptg000023l.891,ptg000023lG000746
MD.model.ptg000023l.892,ptg000023lG000747
MD.model.ptg000023l.895,ptg000023lG000748
MD.model.ptg000023l.897,ptg000023lG000749
MD.model.ptg000023l.898,ptg000023lG000750
MD.model.ptg000023l.899,ptg000018lG000055
MD.model.ptg000023l.9,ptg000023lG000009
MD.model.ptg000023l.90,ptg000023lG000069
MD.model.ptg000023l.900,ptg000023lG000752
MD.model.ptg000023l.901,ptg000023lG000753
MD.model.ptg000023l.904,ptg000023lG000754
MD.model.ptg000023l.905,ptg000023lG000755
MD.model.ptg000023l.906,ptg000023lG000756
MD.model.ptg000023l.907,ptg000023lG000757
MD.model.ptg000023l.908,ptg000023lG000758
MD.model.ptg000023l.909,ptg000023lG000759
MD.model.ptg000023l.91,ptg000023lG000070
MD.model.ptg000023l.910,ptg000023lG000760
MD.model.ptg000023l.911,ptg000023lG000761
MD.model.ptg000023l.912,ptg000023lG000762
MD.model.ptg000023l.913,ptg000023lG000763
MD.model.ptg000023l.917,ptg000023lG000765
MD.model.ptg000023l.918,ptg000023lG000766
MD.model.ptg000023l.919,ptg000023lG000767
MD.model.ptg000023l.920,ptg000023lG000768
MD.model.ptg000023l.921,ptg000023lG000769
MD.model.ptg000023l.922,ptg000023lG000770
MD.model.ptg000023l.923,ptg000023lG000771
MD.model.ptg000023l.924,ptg000023lG000772
MD.model.ptg000023l.928,ptg000023lG000776
MD.model.ptg000023l.929,ptg000023lG000777
MD.model.ptg000023l.93,ptg000023lG000071
MD.model.ptg000023l.930,ptg000023lG000778
MD.model.ptg000023l.931,ptg000023lG000779
MD.model.ptg000023l.933,ptg000023lG000780
MD.model.ptg000023l.934,ptg000023lG000781
MD.model.ptg000023l.935,ptg000023lG000782
MD.model.ptg000023l.936,ptg000023lG000783
MD.model.ptg000023l.937,ptg000023lG000784
MD.model.ptg000023l.939,ptg000023lG000785
MD.model.ptg000023l.94,ptg000023lG000072
MD.model.ptg000023l.941,ptg000023lG000786
MD.model.ptg000023l.942,ptg000023lG000787
MD.model.ptg000023l.943,ptg000023lG000788
MD.model.ptg000023l.944,ptg000023lG000789
MD.model.ptg000023l.945,ptg000023lG000790
MD.model.ptg000023l.946,ptg000023lG000791
MD.model.ptg000023l.947,ptg000023lG000792
MD.model.ptg000023l.948,ptg000023lG000793
MD.model.ptg000023l.949,ptg000023lG000794
MD.model.ptg000023l.95,ptg000023lG000073
MD.model.ptg000023l.950,ptg000023lG000795
MD.model.ptg000023l.951,ptg000023lG000796
MD.model.ptg000023l.952,ptg000023lG000797
MD.model.ptg000023l.953,ptg000023lG000798
MD.model.ptg000023l.954,ptg000023lG000799
MD.model.ptg000023l.955,ptg000023lG000800
MD.model.ptg000023l.956,ptg000023lG000801
MD.model.ptg000023l.958,ptg000023lG000803
MD.model.ptg000023l.959,ptg000023lG000804
MD.model.ptg000023l.96,ptg000023lG000074
MD.model.ptg000023l.960,ptg000023lG000805
MD.model.ptg000023l.961,ptg000023lG000806
MD.model.ptg000023l.962,ptg000023lG000807
MD.model.ptg000023l.963,ptg000023lG000808
MD.model.ptg000023l.964,ptg000023lG000809
MD.model.ptg000023l.965,ptg000023lG000810
MD.model.ptg000023l.966,ptg000023lG000811
MD.model.ptg000023l.967,ptg000023lG000812
MD.model.ptg000023l.968,ptg000023lG000813
MD.model.ptg000023l.97,ptg000023lG000075
MD.model.ptg000023l.970,ptg000023lG000814
MD.model.ptg000023l.971,ptg000023lG000815
MD.model.ptg000023l.972,ptg000023lG000816
MD.model.ptg000023l.973,ptg000023lG000817
MD.model.ptg000023l.974,ptg000023lG000818
MD.model.ptg000023l.975,ptg000023lG000819
MD.model.ptg000023l.977,ptg000023lG000820
MD.model.ptg000023l.978,ptg000023lG000821
MD.model.ptg000023l.979,ptg000023lG000822
MD.model.ptg000023l.98,ptg000023lG000076
MD.model.ptg000023l.980,ptg000023lG000823
MD.model.ptg000023l.982,ptg000023lG000825
MD.model.ptg000023l.983,ptg000023lG000826
MD.model.ptg000023l.984,ptg000023lG000827
MD.model.ptg000023l.985,ptg000023lG000828
MD.model.ptg000023l.986,ptg000023lG000829
MD.model.ptg000023l.988,ptg000023lG000830
MD.model.ptg000023l.989,ptg000023lG000831
MD.model.ptg000023l.99,ptg000023lG000077
MD.model.ptg000023l.990,ptg000023lG000832
MD.model.ptg000023l.992,ptg000023lG000833
MD.model.ptg000023l.993,ptg000023lG000834
MD.model.ptg000023l.994,ptg000023lG000835
MD.model.ptg000023l.995,ptg000023lG000836
MD.model.ptg000023l.996,ptg000023lG000837
MD.model.ptg000023l.997,ptg000023lG000838
MD.model.ptg000024l.1,ptg000024lG000001
MD.model.ptg000024l.2,ptg000024lG000002
MD.model.ptg000026l.1,ptg000026lG000001
MD.model.ptg000026l.1001,ptg000026lG000868
MD.model.ptg000026l.1003,ptg000026lG000870
MD.model.ptg000026l.1004,ptg000026lG000871
MD.model.ptg000026l.1005,ptg000026lG000872
MD.model.ptg000026l.1007,ptg000026lG000873
MD.model.ptg000026l.1008,ptg000026lG000874
MD.model.ptg000026l.1009,ptg000026lG000875
MD.model.ptg000026l.101,ptg000026lG000074
MD.model.ptg000026l.1013,ptg000026lG000877
MD.model.ptg000026l.1015,ptg000026lG000879
MD.model.ptg000026l.1018,ptg000026lG000881
MD.model.ptg000026l.1019,ptg000026lG000882
MD.model.ptg000026l.102,ptg000026lG000075
MD.model.ptg000026l.1021,ptg000026lG000883
MD.model.ptg000026l.1023,ptg000026lG000885
MD.model.ptg000026l.1025,ptg000026lG000886
MD.model.ptg000026l.1026,ptg000026lG000887
MD.model.ptg000026l.1028,ptg000026lG000888
MD.model.ptg000026l.1029,ptg000026lG000889
MD.model.ptg000026l.103,ptg000026lG000076
MD.model.ptg000026l.1033,ptg000026lG000891
MD.model.ptg000026l.1034,ptg000026lG000892
MD.model.ptg000026l.1035,ptg000026lG000893
MD.model.ptg000026l.1036,ptg000026lG000894
MD.model.ptg000026l.1037,ptg000026lG000895
MD.model.ptg000026l.1038,ptg000026lG000896
MD.model.ptg000026l.104,ptg000026lG000077
MD.model.ptg000026l.1040,ptg000026lG000897
MD.model.ptg000026l.1041,ptg000026lG000898
MD.model.ptg000026l.1042,ptg000026lG000899
