id1,id2
MD.model.ptg000011l.180,ptg000011lG000108
MD.model.ptg000011l.181,ptg000011lG000109
MD.model.ptg000011l.182,ptg000011lG000110
MD.model.ptg000011l.183,ptg000011lG000111
MD.model.ptg000011l.184,ptg000011lG000112
MD.model.ptg000011l.186,ptg000011lG000113
MD.model.ptg000011l.187,ptg000011lG000114
MD.model.ptg000011l.192,ptg000011lG000115
MD.model.ptg000011l.193,ptg000011lG000116
MD.model.ptg000011l.194,ptg000011lG000116
MD.model.ptg000011l.196,ptg000011lG000116
MD.model.ptg000011l.197,ptg000011lG000119
MD.model.ptg000011l.199,ptg000011lG000120
MD.model.ptg000011l.2,ptg000011lG000002
MD.model.ptg000011l.200,ptg000011lG000121
MD.model.ptg000011l.201,ptg000011lG000122
MD.model.ptg000011l.202,ptg000011lG000123
MD.model.ptg000011l.204,ptg000011lG000124
MD.model.ptg000011l.205,ptg000011lG000125
MD.model.ptg000011l.206,ptg000011lG000126
MD.model.ptg000011l.208,ptg000011lG000127
MD.model.ptg000011l.209,ptg000011lG000128
MD.model.ptg000011l.211,ptg000011lG000129
MD.model.ptg000011l.213,ptg000011lG000131
MD.model.ptg000011l.214,ptg000011lG000132
MD.model.ptg000011l.218,ptg000011lG000133
MD.model.ptg000011l.219,ptg000011lG000134
MD.model.ptg000011l.220,ptg000011lG000135
MD.model.ptg000011l.221,ptg000011lG000136
MD.model.ptg000011l.222,ptg000011lG000137
MD.model.ptg000011l.224,ptg000011lG000138
MD.model.ptg000011l.225,ptg000011lG000139
MD.model.ptg000011l.226,ptg000011lG000140
MD.model.ptg000011l.227,ptg000011lG000141
MD.model.ptg000011l.229,ptg000011lG000143
MD.model.ptg000011l.230,ptg000011lG000144
MD.model.ptg000011l.231,ptg000011lG000145
MD.model.ptg000011l.232,ptg000011lG000146
MD.model.ptg000011l.233,ptg000011lG000147
MD.model.ptg000011l.234,ptg000011lG000148
MD.model.ptg000011l.235,ptg000011lG000149
MD.model.ptg000011l.236,ptg000011lG000150
MD.model.ptg000011l.237,ptg000011lG000151
MD.model.ptg000011l.238,ptg000011lG000152
MD.model.ptg000011l.240,ptg000011lG000153
MD.model.ptg000011l.245,ptg000011lG000154
MD.model.ptg000011l.246,ptg000011lG000155
MD.model.ptg000011l.247,ptg000011lG000156
MD.model.ptg000011l.250,ptg000011lG000159
MD.model.ptg000011l.251,ptg000011lG000160
MD.model.ptg000011l.253,ptg000011lG000162
MD.model.ptg000011l.254,ptg000011lG000163
MD.model.ptg000011l.255,ptg000011lG000164
MD.model.ptg000011l.257,ptg000011lG000165
MD.model.ptg000011l.259,ptg000011lG000166
MD.model.ptg000011l.26,ptg000011lG000015
MD.model.ptg000011l.261,ptg000011lG000168
MD.model.ptg000011l.262,ptg000011lG000169
MD.model.ptg000011l.263,ptg000011lG000170
MD.model.ptg000011l.264,ptg000011lG000171
MD.model.ptg000011l.267,ptg000011lG000173
MD.model.ptg000011l.268,ptg000011lG000174
MD.model.ptg000011l.269,ptg000011lG000175
MD.model.ptg000011l.27,ptg000011lG000016
MD.model.ptg000011l.270,ptg000011lG000176
MD.model.ptg000011l.271,ptg000011lG000177
MD.model.ptg000011l.272,ptg000009lG000632
MD.model.ptg000011l.273,ptg000011lG000179
MD.model.ptg000011l.274,ptg000011lG000180
MD.model.ptg000011l.276,ptg000011lG000181
MD.model.ptg000011l.277,ptg000011lG000182
MD.model.ptg000011l.278,ptg000011lG000183
MD.model.ptg000011l.279,ptg000011lG000184
MD.model.ptg000011l.28,ptg000011lG000017
MD.model.ptg000011l.280,ptg000011lG000185
MD.model.ptg000011l.282,ptg000011lG000187
MD.model.ptg000011l.283,ptg000011lG000188
MD.model.ptg000011l.285,ptg000011lG000189
MD.model.ptg000011l.286,ptg000011lG000190
MD.model.ptg000011l.288,ptg000011lG000191
MD.model.ptg000011l.289,ptg000011lG000192
MD.model.ptg000011l.290,ptg000011lG000193
MD.model.ptg000011l.291,ptg000011lG000194
MD.model.ptg000011l.292,ptg000011lG000195
MD.model.ptg000011l.293,ptg000011lG000196
MD.model.ptg000011l.298,ptg000011lG000197
MD.model.ptg000011l.299,ptg000011lG000198
MD.model.ptg000011l.3,ptg000011lG000003
MD.model.ptg000011l.301,ptg000011lG000199
MD.model.ptg000011l.307,ptg000011lG000201
MD.model.ptg000011l.308,ptg000011lG000202
MD.model.ptg000011l.309,ptg000011lG000203
MD.model.ptg000011l.310,ptg000011lG000204
MD.model.ptg000011l.311,ptg000011lG000205
MD.model.ptg000011l.312,ptg000011lG000206
MD.model.ptg000011l.313,ptg000011lG000207
MD.model.ptg000011l.314,ptg000011lG000208
MD.model.ptg000011l.315,ptg000011lG000209
MD.model.ptg000011l.317,ptg000011lG000210
MD.model.ptg000011l.318,ptg000011lG000211
MD.model.ptg000011l.319,ptg000011lG000212
MD.model.ptg000011l.320,ptg000011lG000213
MD.model.ptg000011l.321,ptg000011lG000214
MD.model.ptg000011l.322,ptg000011lG000215
MD.model.ptg000011l.323,ptg000011lG000216
MD.model.ptg000011l.324,ptg000011lG000217
MD.model.ptg000011l.325,ptg000011lG000218
MD.model.ptg000011l.326,ptg000011lG000219
MD.model.ptg000011l.327,ptg000011lG000220
MD.model.ptg000011l.328,ptg000011lG000221
MD.model.ptg000011l.330,ptg000011lG000222
MD.model.ptg000011l.331,ptg000011lG000223
MD.model.ptg000011l.332,ptg000011lG000224
MD.model.ptg000011l.333,ptg000011lG000225
MD.model.ptg000011l.334,ptg000011lG000226
MD.model.ptg000011l.335,ptg000011lG000227
MD.model.ptg000011l.336,ptg000011lG000228
MD.model.ptg000011l.337,ptg000011lG000229
MD.model.ptg000011l.338,ptg000011lG000230
MD.model.ptg000011l.339,ptg000011lG000231
MD.model.ptg000011l.340,ptg000011lG000232
MD.model.ptg000011l.341,ptg000011lG000233
MD.model.ptg000011l.342,ptg000011lG000234
MD.model.ptg000011l.343,ptg000011lG000235
MD.model.ptg000011l.344,ptg000011lG000236
MD.model.ptg000011l.345,ptg000011lG000237
MD.model.ptg000011l.351,ptg000011lG000239
MD.model.ptg000011l.354,ptg000011lG000240
MD.model.ptg000011l.355,ptg000011lG000241
MD.model.ptg000011l.357,ptg000011lG000242
MD.model.ptg000011l.359,ptg000011lG000243
MD.model.ptg000011l.36,ptg000011lG000019
MD.model.ptg000011l.360,ptg000011lG000244
MD.model.ptg000011l.361,ptg000011lG000245
MD.model.ptg000011l.363,ptg000011lG000246
MD.model.ptg000011l.364,ptg000011lG000247
MD.model.ptg000011l.365,ptg000011lG000248
MD.model.ptg000011l.366,ptg000011lG000249
MD.model.ptg000011l.367,ptg000011lG000250
MD.model.ptg000011l.368,ptg000011lG000251
MD.model.ptg000011l.369,ptg000011lG000252
MD.model.ptg000011l.37,ptg000011lG000020
MD.model.ptg000011l.370,ptg000011lG000253
MD.model.ptg000011l.371,ptg000011lG000254
MD.model.ptg000011l.372,ptg000011lG000255
MD.model.ptg000011l.373,ptg000011lG000256
MD.model.ptg000011l.374,ptg000011lG000257
MD.model.ptg000011l.375,ptg000011lG000258
MD.model.ptg000011l.376,ptg000011lG000259
MD.model.ptg000011l.377,ptg000011lG000260
MD.model.ptg000011l.378,ptg000011lG000261
MD.model.ptg000011l.379,ptg000011lG000262
MD.model.ptg000011l.380,ptg000011lG000263
MD.model.ptg000011l.381,ptg000011lG000264
MD.model.ptg000011l.382,ptg000011lG000265
MD.model.ptg000011l.384,ptg000011lG000266
MD.model.ptg000011l.385,ptg000011lG000267
MD.model.ptg000011l.386,ptg000011lG000268
MD.model.ptg000011l.387,ptg000011lG000269
MD.model.ptg000011l.388,ptg000011lG000270
MD.model.ptg000011l.389,ptg000011lG000271
MD.model.ptg000011l.390,ptg000011lG000272
MD.model.ptg000011l.391,ptg000011lG000273
MD.model.ptg000011l.392,ptg000011lG000274
MD.model.ptg000011l.394,ptg000011lG000275
MD.model.ptg000011l.395,ptg000011lG000276
MD.model.ptg000011l.396,ptg000011lG000277
MD.model.ptg000011l.397,ptg000011lG000278
MD.model.ptg000011l.398,ptg000011lG000279
MD.model.ptg000011l.4,ptg000011lG000004
MD.model.ptg000011l.401,ptg000011lG000280
MD.model.ptg000011l.402,ptg000011lG000281
MD.model.ptg000011l.403,ptg000011lG000282
MD.model.ptg000011l.404,ptg000011lG000283
MD.model.ptg000011l.406,ptg000011lG000284
MD.model.ptg000011l.407,ptg000011lG000285
MD.model.ptg000011l.408,ptg000011lG000286
MD.model.ptg000011l.41,ptg000011lG000021
MD.model.ptg000011l.410,ptg000011lG000287
MD.model.ptg000011l.411,ptg000011lG000288
MD.model.ptg000011l.412,ptg000011lG000289
MD.model.ptg000011l.413,ptg000011lG000290
MD.model.ptg000011l.414,ptg000011lG000291
MD.model.ptg000011l.415,ptg000011lG000292
MD.model.ptg000011l.416,ptg000011lG000293
MD.model.ptg000011l.417,ptg000011lG000294
MD.model.ptg000011l.419,ptg000011lG000295
MD.model.ptg000011l.420,ptg000011lG000296
MD.model.ptg000011l.421,ptg000011lG000297
MD.model.ptg000011l.422,ptg000011lG000298
MD.model.ptg000011l.423,ptg000011lG000299
MD.model.ptg000011l.424,ptg000011lG000300
MD.model.ptg000011l.425,ptg000011lG000301
MD.model.ptg000011l.426,ptg000011lG000302
MD.model.ptg000011l.427,ptg000011lG000303
MD.model.ptg000011l.428,ptg000011lG000304
MD.model.ptg000011l.429,ptg000011lG000305
MD.model.ptg000011l.43,ptg000011lG000022
MD.model.ptg000011l.430,ptg000011lG000306
MD.model.ptg000011l.431,ptg000011lG000307
MD.model.ptg000011l.433,ptg000011lG000308
MD.model.ptg000011l.434,ptg000011lG000309
MD.model.ptg000011l.436,ptg000011lG000311
MD.model.ptg000011l.437,ptg000011lG000312
MD.model.ptg000011l.438,ptg000011lG000313
MD.model.ptg000011l.440,ptg000011lG000314
MD.model.ptg000011l.441,ptg000011lG000315
MD.model.ptg000011l.442,ptg000011lG000316
MD.model.ptg000011l.443,ptg000011lG000317
MD.model.ptg000011l.445,ptg000011lG000318
MD.model.ptg000011l.446,ptg000011lG000319
MD.model.ptg000011l.447,ptg000011lG000320
MD.model.ptg000011l.449,ptg000011lG000321
MD.model.ptg000011l.450,ptg000011lG000322
MD.model.ptg000011l.451,ptg000011lG000323
MD.model.ptg000011l.452,ptg000011lG000324
MD.model.ptg000011l.453,ptg000011lG000325
MD.model.ptg000011l.454,ptg000011lG000326
MD.model.ptg000011l.455,ptg000011lG000327
MD.model.ptg000011l.457,ptg000011lG000328
MD.model.ptg000011l.459,ptg000011lG000330
MD.model.ptg000011l.460,ptg000011lG000331
MD.model.ptg000011l.461,ptg000011lG000332
MD.model.ptg000011l.462,ptg000011lG000333
MD.model.ptg000011l.463,ptg000011lG000334
MD.model.ptg000011l.464,ptg000011lG000335
MD.model.ptg000011l.466,ptg000011lG000336
MD.model.ptg000011l.467,ptg000011lG000337
MD.model.ptg000011l.468,ptg000011lG000338
MD.model.ptg000011l.47,ptg000011lG000023
MD.model.ptg000011l.471,ptg000011lG000340
MD.model.ptg000011l.472,ptg000011lG000341
MD.model.ptg000011l.473,ptg000011lG000342
MD.model.ptg000011l.474,ptg000011lG000343
MD.model.ptg000011l.475,ptg000011lG000344
MD.model.ptg000011l.476,ptg000011lG000345
MD.model.ptg000011l.478,ptg000011lG000347
MD.model.ptg000011l.479,ptg000011lG000348
MD.model.ptg000011l.481,ptg000011lG000349
MD.model.ptg000011l.482,ptg000011lG000350
MD.model.ptg000011l.483,ptg000011lG000351
MD.model.ptg000011l.484,ptg000011lG000352
MD.model.ptg000011l.485,ptg000011lG000353
MD.model.ptg000011l.486,ptg000011lG000354
MD.model.ptg000011l.487,ptg000011lG000355
MD.model.ptg000011l.488,ptg000011lG000356
MD.model.ptg000011l.489,ptg000011lG000357
MD.model.ptg000011l.49,ptg000011lG000024
MD.model.ptg000011l.490,ptg000011lG000358
MD.model.ptg000011l.491,ptg000011lG000359
MD.model.ptg000011l.492,ptg000011lG000360
MD.model.ptg000011l.493,ptg000011lG000361
MD.model.ptg000011l.494,ptg000011lG000362
MD.model.ptg000011l.496,ptg000011lG000363
MD.model.ptg000011l.497,ptg000011lG000364
MD.model.ptg000011l.499,ptg000011lG000366
MD.model.ptg000011l.5,ptg000011lG000005
MD.model.ptg000011l.50,ptg000011lG000025
MD.model.ptg000011l.502,ptg000011lG000368
MD.model.ptg000011l.503,ptg000011lG000369
MD.model.ptg000011l.504,ptg000011lG000370
MD.model.ptg000011l.505,ptg000011lG000371
MD.model.ptg000011l.506,ptg000011lG000372
MD.model.ptg000011l.507,ptg000011lG000373
MD.model.ptg000011l.508,ptg000011lG000374
MD.model.ptg000011l.509,ptg000011lG000375
MD.model.ptg000011l.51,ptg000011lG000026
MD.model.ptg000011l.510,ptg000011lG000376
MD.model.ptg000011l.511,ptg000011lG000377
MD.model.ptg000011l.512,ptg000011lG000378
MD.model.ptg000011l.513,ptg000011lG000379
MD.model.ptg000011l.514,ptg000011lG000380
MD.model.ptg000011l.515,ptg000011lG000381
MD.model.ptg000011l.516,ptg000011lG000382
MD.model.ptg000011l.517,ptg000011lG000383
MD.model.ptg000011l.518,ptg000011lG000384
MD.model.ptg000011l.519,ptg000011lG000385
MD.model.ptg000011l.520,ptg000011lG000386
MD.model.ptg000011l.522,ptg000011lG000388
MD.model.ptg000011l.523,ptg000011lG000389
MD.model.ptg000011l.525,ptg000011lG000390
MD.model.ptg000011l.526,ptg000011lG000391
MD.model.ptg000011l.527,ptg000011lG000392
MD.model.ptg000011l.528,ptg000011lG000393
MD.model.ptg000011l.529,ptg000011lG000394
MD.model.ptg000011l.53,ptg000011lG000027
MD.model.ptg000011l.530,ptg000011lG000395
MD.model.ptg000011l.531,ptg000011lG000396
MD.model.ptg000011l.532,ptg000011lG000397
MD.model.ptg000011l.533,ptg000011lG000398
MD.model.ptg000011l.534,ptg000011lG000399
MD.model.ptg000011l.535,ptg000011lG000400
MD.model.ptg000011l.536,ptg000011lG000401
MD.model.ptg000011l.537,ptg000011lG000402
MD.model.ptg000011l.538,ptg000011lG000403
MD.model.ptg000011l.539,ptg000011lG000404
MD.model.ptg000011l.54,ptg000011lG000028
MD.model.ptg000011l.540,ptg000011lG000405
MD.model.ptg000011l.541,ptg000011lG000406
MD.model.ptg000011l.542,ptg000011lG000407
MD.model.ptg000011l.543,ptg000011lG000408
MD.model.ptg000011l.544,ptg000011lG000409
MD.model.ptg000011l.545,ptg000011lG000410
MD.model.ptg000011l.546,ptg000011lG000411
MD.model.ptg000011l.547,ptg000011lG000412
MD.model.ptg000011l.548,ptg000011lG000413
MD.model.ptg000011l.549,ptg000011lG000414
MD.model.ptg000011l.55,ptg000011lG000029
MD.model.ptg000011l.550,ptg000011lG000415
MD.model.ptg000011l.551,ptg000011lG000416
MD.model.ptg000011l.552,ptg000011lG000417
MD.model.ptg000011l.553,ptg000011lG000418
MD.model.ptg000011l.554,ptg000011lG000419
MD.model.ptg000011l.555,ptg000011lG000420
MD.model.ptg000011l.556,ptg000011lG000421
MD.model.ptg000011l.557,ptg000011lG000422
MD.model.ptg000011l.558,ptg000011lG000423
MD.model.ptg000011l.560,ptg000011lG000425
MD.model.ptg000011l.561,ptg000011lG000426
MD.model.ptg000011l.562,ptg000011lG000427
MD.model.ptg000011l.564,ptg000011lG000429
MD.model.ptg000011l.565,ptg000011lG000430
MD.model.ptg000011l.566,ptg000011lG000431
MD.model.ptg000011l.567,ptg000011lG000432
MD.model.ptg000011l.568,ptg000011lG000433
MD.model.ptg000011l.569,ptg000011lG000434
MD.model.ptg000011l.570,ptg000011lG000435
MD.model.ptg000011l.572,ptg000011lG000436
MD.model.ptg000011l.573,ptg000011lG000437
MD.model.ptg000011l.574,ptg000011lG000438
MD.model.ptg000011l.575,ptg000011lG000439
MD.model.ptg000011l.576,ptg000011lG000440
MD.model.ptg000011l.577,ptg000011lG000441
MD.model.ptg000011l.578,ptg000011lG000442
MD.model.ptg000011l.579,ptg000011lG000443
MD.model.ptg000011l.580,ptg000011lG000444
MD.model.ptg000011l.581,ptg000011lG000445
MD.model.ptg000011l.582,ptg000011lG000446
MD.model.ptg000011l.583,ptg000011lG000447
MD.model.ptg000011l.584,ptg000011lG000448
MD.model.ptg000011l.585,ptg000011lG000449
MD.model.ptg000011l.586,ptg000011lG000450
MD.model.ptg000011l.587,ptg000011lG000451
MD.model.ptg000011l.588,ptg000011lG000452
MD.model.ptg000011l.589,ptg000011lG000453
MD.model.ptg000011l.590,ptg000011lG000454
MD.model.ptg000011l.591,ptg000011lG000455
MD.model.ptg000011l.592,ptg000011lG000456
MD.model.ptg000011l.593,ptg000011lG000457
MD.model.ptg000011l.594,ptg000011lG000458
MD.model.ptg000011l.596,ptg000011lG000460
MD.model.ptg000011l.597,ptg000011lG000461
MD.model.ptg000011l.598,ptg000011lG000462
MD.model.ptg000011l.599,ptg000011lG000463
MD.model.ptg000011l.600,ptg000011lG000464
MD.model.ptg000011l.601,ptg000011lG000465
MD.model.ptg000011l.602,ptg000011lG000466
MD.model.ptg000011l.603,ptg000011lG000467
MD.model.ptg000011l.604,ptg000011lG000468
MD.model.ptg000011l.605,ptg000011lG000469
MD.model.ptg000011l.606,ptg000011lG000470
MD.model.ptg000011l.607,ptg000011lG000471
MD.model.ptg000011l.608,ptg000011lG000472
MD.model.ptg000011l.610,ptg000011lG000474
MD.model.ptg000011l.612,ptg000011lG000475
MD.model.ptg000011l.613,ptg000011lG000476
MD.model.ptg000011l.614,ptg000011lG000477
MD.model.ptg000011l.615,ptg000011lG000478
MD.model.ptg000011l.616,ptg000011lG000479
MD.model.ptg000011l.617,ptg000011lG000481
MD.model.ptg000011l.618,ptg000011lG000481
MD.model.ptg000011l.619,ptg000011lG000482
MD.model.ptg000011l.620,ptg000040lG000291
MD.model.ptg000011l.621,ptg000011lG000484
MD.model.ptg000011l.622,ptg000016lG000658
MD.model.ptg000011l.623,ptg000011lG000486
MD.model.ptg000011l.624,ptg000011lG000487
MD.model.ptg000011l.625,ptg000011lG000488
MD.model.ptg000011l.626,ptg000011lG000489
MD.model.ptg000011l.627,ptg000011lG000490
MD.model.ptg000011l.628,ptg000011lG000491
MD.model.ptg000011l.629,ptg000011lG000492
MD.model.ptg000011l.631,ptg000011lG000494
MD.model.ptg000011l.632,ptg000011lG000495
MD.model.ptg000011l.634,ptg000011lG000496
MD.model.ptg000011l.635,ptg000011lG000497
MD.model.ptg000011l.636,ptg000011lG000498
MD.model.ptg000011l.637,ptg000011lG000499
MD.model.ptg000011l.638,ptg000011lG000500
MD.model.ptg000011l.639,ptg000011lG000501
MD.model.ptg000011l.64,ptg000011lG000033
MD.model.ptg000011l.641,ptg000011lG000502
MD.model.ptg000011l.642,ptg000011lG000503
MD.model.ptg000011l.645,ptg000011lG000506
MD.model.ptg000011l.646,ptg000011lG000507
MD.model.ptg000011l.647,ptg000011lG000508
MD.model.ptg000011l.648,ptg000011lG000509
MD.model.ptg000011l.649,ptg000011lG000510
MD.model.ptg000011l.650,ptg000011lG000511
MD.model.ptg000011l.651,ptg000011lG000512
MD.model.ptg000011l.652,ptg000011lG000513
MD.model.ptg000011l.654,ptg000011lG000515
MD.model.ptg000011l.655,ptg000011lG000516
MD.model.ptg000011l.656,ptg000011lG000517
MD.model.ptg000011l.657,ptg000011lG000518
MD.model.ptg000011l.658,ptg000016lG000394
MD.model.ptg000011l.659,ptg000011lG000520
MD.model.ptg000011l.66,ptg000011lG000034
MD.model.ptg000011l.68,ptg000011lG000035
MD.model.ptg000011l.69,ptg000011lG000036
MD.model.ptg000011l.7,ptg000011lG000006
MD.model.ptg000011l.71,ptg000011lG000037
MD.model.ptg000011l.72,ptg000011lG000038
MD.model.ptg000011l.73,ptg000011lG000039
MD.model.ptg000011l.76,ptg000011lG000040
MD.model.ptg000011l.8,ptg000011lG000007
MD.model.ptg000011l.81,ptg000011lG000045
MD.model.ptg000011l.84,ptg000011lG000046
MD.model.ptg000011l.85,ptg000011lG000047
MD.model.ptg000011l.88,ptg000011lG000048
MD.model.ptg000011l.90,ptg000011lG000049
MD.model.ptg000011l.91,ptg000011lG000050
MD.model.ptg000011l.92,ptg000011lG000051
MD.model.ptg000011l.95,ptg000011lG000053
MD.model.ptg000011l.97,ptg000011lG000054
MD.model.ptg000012l.1,ptg000012lG000103
MD.model.ptg000012l.10,ptg000012lG000010
MD.model.ptg000012l.1001,ptg000012lG000798
MD.model.ptg000012l.1002,ptg000012lG000799
MD.model.ptg000012l.1008,ptg000012lG000803
MD.model.ptg000012l.1011,ptg000012lG000804
MD.model.ptg000012l.1012,ptg000012lG000805
MD.model.ptg000012l.1013,ptg000012lG000806
MD.model.ptg000012l.1014,ptg000012lG000807
MD.model.ptg000012l.1015,ptg000012lG000808
MD.model.ptg000012l.1016,ptg000012lG000809
MD.model.ptg000012l.1017,ptg000012lG000810
MD.model.ptg000012l.1018,ptg000012lG000811
MD.model.ptg000012l.1019,ptg000012lG000812
MD.model.ptg000012l.1021,ptg000012lG000813
MD.model.ptg000012l.1022,ptg000012lG000814
MD.model.ptg000012l.1023,ptg000012lG000815
MD.model.ptg000012l.1024,ptg000012lG000816
MD.model.ptg000012l.1025,ptg000012lG000817
MD.model.ptg000012l.1027,ptg000012lG000818
MD.model.ptg000012l.1028,ptg000012lG000819
MD.model.ptg000012l.1030,ptg000012lG000820
MD.model.ptg000012l.1033,ptg000012lG000821
MD.model.ptg000012l.1035,ptg000012lG000822
MD.model.ptg000012l.1037,ptg000012lG000823
MD.model.ptg000012l.1040,ptg000012lG000824
MD.model.ptg000012l.1041,ptg000012lG000825
MD.model.ptg000012l.1043,ptg000012lG000827
MD.model.ptg000012l.1044,ptg000012lG000828
MD.model.ptg000012l.1046,ptg000012lG000829
MD.model.ptg000012l.1049,ptg000012lG000831
MD.model.ptg000012l.1050,ptg000012lG000832
MD.model.ptg000012l.1056,ptg000012lG000833
MD.model.ptg000012l.1057,ptg000012lG000834
MD.model.ptg000012l.1058,ptg000012lG000835
MD.model.ptg000012l.1059,ptg000012lG000836
MD.model.ptg000012l.1060,ptg000012lG000837
MD.model.ptg000012l.1061,ptg000012lG000838
MD.model.ptg000012l.1064,ptg000012lG000839
MD.model.ptg000012l.1065,ptg000012lG000840
MD.model.ptg000012l.1067,ptg000012lG000842
MD.model.ptg000012l.1073,ptg000012lG000843
MD.model.ptg000012l.1077,ptg000012lG000845
MD.model.ptg000012l.1089,ptg000012lG000848
MD.model.ptg000012l.1090,ptg000012lG000849
MD.model.ptg000012l.1091,ptg000012lG000850
MD.model.ptg000012l.1094,ptg000012lG000851
MD.model.ptg000012l.1097,ptg000012lG000852
MD.model.ptg000012l.1098,ptg000012lG000853
MD.model.ptg000012l.1100,ptg000012lG000854
MD.model.ptg000012l.1101,ptg000012lG000855
MD.model.ptg000012l.1102,ptg000012lG000856
MD.model.ptg000012l.1103,ptg000012lG000857
MD.model.ptg000012l.1106,ptg000012lG000860
MD.model.ptg000012l.1107,ptg000012lG000861
MD.model.ptg000012l.1111,ptg000012lG000862
MD.model.ptg000012l.1114,ptg000012lG000863
MD.model.ptg000012l.112,ptg000012lG000044
MD.model.ptg000012l.1121,ptg000012lG000864
MD.model.ptg000012l.1122,ptg000012lG000865
MD.model.ptg000012l.113,ptg000012lG000045
MD.model.ptg000012l.1130,ptg000012lG000868
MD.model.ptg000012l.1134,ptg000012lG000869
MD.model.ptg000012l.1135,ptg000012lG000870
MD.model.ptg000012l.1137,ptg000012lG000872
MD.model.ptg000012l.1138,ptg000012lG000873
MD.model.ptg000012l.114,ptg000012lG000046
MD.model.ptg000012l.1141,ptg000012lG000876
MD.model.ptg000012l.1142,ptg000012lG000876
MD.model.ptg000012l.1143,ptg000012lG000877
MD.model.ptg000012l.1144,ptg000012lG000878
MD.model.ptg000012l.1149,ptg000012lG000879
MD.model.ptg000012l.115,ptg000012lG000047
MD.model.ptg000012l.1150,ptg000012lG000880
MD.model.ptg000012l.1151,ptg000012lG000881
MD.model.ptg000012l.1152,ptg000012lG000882
MD.model.ptg000012l.1153,ptg000012lG000883
MD.model.ptg000012l.1154,ptg000012lG000884
MD.model.ptg000012l.1155,ptg000012lG000885
MD.model.ptg000012l.1156,ptg000012lG000886
MD.model.ptg000012l.1157,ptg000012lG000887
MD.model.ptg000012l.1158,ptg000012lG000888
MD.model.ptg000012l.1159,ptg000012lG000889
MD.model.ptg000012l.116,ptg000012lG000048
MD.model.ptg000012l.1162,ptg000012lG000890
MD.model.ptg000012l.1163,ptg000012lG000891
MD.model.ptg000012l.1164,ptg000012lG000892
MD.model.ptg000012l.1165,ptg000012lG000893
MD.model.ptg000012l.1168,ptg000012lG000894
MD.model.ptg000012l.117,ptg000012lG000049
MD.model.ptg000012l.1170,ptg000012lG000896
MD.model.ptg000012l.1171,ptg000012lG000897
MD.model.ptg000012l.1174,ptg000012lG000898
MD.model.ptg000012l.1175,ptg000012lG000899
MD.model.ptg000012l.1176,ptg000012lG000900
MD.model.ptg000012l.118,ptg000012lG000050
MD.model.ptg000012l.119,ptg000012lG000051
MD.model.ptg000012l.12,ptg000012lG000011
MD.model.ptg000012l.120,ptg000012lG000052
MD.model.ptg000012l.121,ptg000012lG000053
MD.model.ptg000012l.122,ptg000012lG000054
MD.model.ptg000012l.123,ptg000012lG000055
MD.model.ptg000012l.124,ptg000012lG000056
MD.model.ptg000012l.125,ptg000012lG000057
MD.model.ptg000012l.126,ptg000012lG000058
MD.model.ptg000012l.127,ptg000012lG000059
MD.model.ptg000012l.128,ptg000012lG000060
MD.model.ptg000012l.129,ptg000012lG000061
MD.model.ptg000012l.13,ptg000012lG000012
MD.model.ptg000012l.130,ptg000012lG000062
MD.model.ptg000012l.132,ptg000012lG000063
MD.model.ptg000012l.133,ptg000012lG000064
MD.model.ptg000012l.135,ptg000012lG000065
MD.model.ptg000012l.136,ptg000012lG000066
MD.model.ptg000012l.137,ptg000012lG000067
MD.model.ptg000012l.139,ptg000012lG000068
MD.model.ptg000012l.14,ptg000012lG000013
MD.model.ptg000012l.140,ptg000012lG000069
MD.model.ptg000012l.141,ptg000012lG000070
MD.model.ptg000012l.142,ptg000012lG000071
MD.model.ptg000012l.143,ptg000012lG000072
MD.model.ptg000012l.144,ptg000012lG000073
MD.model.ptg000012l.145,ptg000012lG000074
MD.model.ptg000012l.147,ptg000012lG000076
MD.model.ptg000012l.148,ptg000012lG000077
MD.model.ptg000012l.149,ptg000012lG000078
MD.model.ptg000012l.15,ptg000012lG000014
MD.model.ptg000012l.150,ptg000012lG000079
MD.model.ptg000012l.153,ptg000012lG000080
MD.model.ptg000012l.154,ptg000012lG000081
MD.model.ptg000012l.155,ptg000012lG000082
MD.model.ptg000012l.156,ptg000012lG000083
MD.model.ptg000012l.157,ptg000012lG000084
MD.model.ptg000012l.158,ptg000012lG000085
MD.model.ptg000012l.159,ptg000012lG000086
MD.model.ptg000012l.16,ptg000012lG000015
MD.model.ptg000012l.160,ptg000012lG000087
MD.model.ptg000012l.161,ptg000012lG000088
MD.model.ptg000012l.162,ptg000012lG000089
MD.model.ptg000012l.163,ptg000012lG000090
MD.model.ptg000012l.165,ptg000012lG000091
MD.model.ptg000012l.166,ptg000012lG000092
MD.model.ptg000012l.167,ptg000012lG000093
MD.model.ptg000012l.169,ptg000012lG000094
MD.model.ptg000012l.17,ptg000012lG000016
MD.model.ptg000012l.170,ptg000012lG000095
MD.model.ptg000012l.171,ptg000012lG000096
MD.model.ptg000012l.172,ptg000012lG000097
MD.model.ptg000012l.174,ptg000012lG000098
MD.model.ptg000012l.175,ptg000012lG000099
MD.model.ptg000012l.176,ptg000012lG000100
MD.model.ptg000012l.177,ptg000012lG000101
MD.model.ptg000012l.178,ptg000012lG000102
MD.model.ptg000012l.179,ptg000115lG000083
